date,time,profile_name,tutorial_entered_at,play_entered_at,play_ended_at,total_game_time_s,score_a,score_b,a_joint1_distance_rad,a_joint2_distance_rad,a_joint3_distance_rad,a_joint4_distance_rad,a_joint5_distance_rad,a_joint6_distance_rad,b_joint1_distance_rad,b_joint2_distance_rad,b_joint3_distance_rad,b_joint4_distance_rad,b_joint5_distance_rad,b_joint6_distance_rad
2026-07-10,14-15-10,two_teams,2026-07-10T14:15:10.745099+08:00,2026-07-10T14:16:40.769166+08:00,2026-07-10T14:21:40.885622+08:00,390.141,81,42,8.475471,9.704846,11.516996,19.023633,3.878810,3.844777,5.106834,6.289545,13.566957,16.155576,12.633128,17.410817
2026-07-10,14-30-45,two_teams,2026-07-10T14:30:45.156713+08:00,2026-07-10T14:32:15.181716+08:00,2026-07-10T14:37:15.290660+08:00,390.134,76,14,3.030340,8.416548,15.809957,28.549810,3.571170,3.576756,0.440306,0.424098,0.444333,0.419608,0.494852,0.314097
2026-07-10,14-38-57,two_teams,2026-07-10T14:38:57.498838+08:00,2026-07-10T14:40:27.525792+08:00,2026-07-10T14:45:27.623197+08:00,390.124,101,49,2.396942,7.726057,14.898873,26.134710,18.470359,4.819511,7.266647,9.252479,6.907995,9.619509,10.312096,13.958720
2026-07-10,14-46-27,two_teams,2026-07-10T14:46:27.308773+08:00,2026-07-10T14:47:57.319287+08:00,2026-07-10T14:52:57.397024+08:00,390.088,11,0,8.639726,12.615379,13.278000,6.988257,11.854011,16.884509,0.630733,0.420784,0.400456,0.416718,0.494201,0.314678
2026-07-10,14-55-21,two_teams,2026-07-10T14:55:21.391124+08:00,2026-07-10T14:56:51.417666+08:00,2026-07-10T15:01:51.530290+08:00,390.139,0,0,0.483082,0.384530,0.368015,0.416342,0.407274,0.300507,0.417411,0.449048,0.426543,0.445748,0.529817,0.336779
2026-07-10,15-07-38,two_teams,2026-07-10T15:07:38.178244+08:00,2026-07-10T15:09:08.221430+08:00,2026-07-10T15:14:08.331212+08:00,390.153,113,86,5.831377,5.845818,14.391038,25.728808,15.375044,8.562738,3.277561,4.447623,7.079604,9.583828,10.944517,11.342737
2026-07-10,15-15-24,two_teams,2026-07-10T15:15:24.546180+08:00,2026-07-10T15:16:54.555422+08:00,2026-07-10T15:21:54.698292+08:00,390.152,5,16,0.483538,0.367538,0.355073,0.395645,0.372274,0.279574,6.738925,4.179230,3.183098,5.750972,24.502711,8.808708
2026-07-10,15-30-39,two_teams,2026-07-10T15:30:39.055901+08:00,2026-07-10T15:32:09.069402+08:00,2026-07-10T15:37:09.211838+08:00,390.156,11,0,5.062824,11.675536,16.938087,12.018265,33.913098,20.575240,0.410557,0.410937,0.477252,0.412770,0.508274,0.317353
2026-07-10,15-38-58,two_teams,2026-07-10T15:38:58.272074+08:00,2026-07-10T15:40:28.283872+08:00,2026-07-10T15:45:28.375727+08:00,390.104,38,0,6.940970,8.448648,5.418138,10.500465,11.149818,25.275027,21.767921,9.982488,5.300673,9.476268,19.254916,16.494139
2026-07-10,15-46-27,two_teams,2026-07-10T15:46:27.190772+08:00,2026-07-10T15:47:57.216164+08:00,2026-07-10T15:52:57.336661+08:00,390.146,0,50,5.519740,7.656348,16.834386,20.938253,20.110327,17.123857,0.387891,0.417464,0.398575,0.413223,0.481371,0.310829
2026-07-10,15-54-02,two_teams,2026-07-10T15:54:02.412073+08:00,2026-07-10T15:55:32.425996+08:00,2026-07-10T16:00:32.507263+08:00,390.095,66,5,1.899482,3.119130,6.124874,9.881799,12.706540,28.879630,0.365597,0.416534,0.396607,0.407379,0.482537,0.329414
2026-07-10,16-02-09,two_teams,2026-07-10T16:02:09.836269+08:00,2026-07-10T16:03:39.860652+08:00,2026-07-10T16:08:39.958284+08:00,390.122,0,4,7.413006,13.189466,13.495315,9.603836,14.691059,10.500595,8.751432,2.700250,2.220914,3.491894,5.001022,4.932939
2026-07-10,16-09-35,two_teams,2026-07-10T16:09:35.576239+08:00,2026-07-10T16:11:05.603085+08:00,2026-07-10T16:16:05.706168+08:00,390.130,140,120,11.754414,10.902357,11.218638,21.395687,7.169113,5.041109,6.910667,6.484246,11.096436,13.427308,6.258643,7.412597
2026-07-10,16-17-11,two_teams,2026-07-10T16:17:11.516822+08:00,2026-07-10T16:18:27.708904+08:00,2026-07-10T16:23:27.780479+08:00,376.264,15,18,5.407550,5.799880,14.199727,11.955436,7.846871,9.789412,9.618767,7.168505,5.437669,18.052292,17.617774,15.396434
2026-07-10,16-24-23,two_teams,2026-07-10T16:24:23.257654+08:00,2026-07-10T16:25:53.265683+08:00,2026-07-10T16:30:53.339262+08:00,390.082,4,0,5.186669,5.977075,12.956077,20.990400,13.339522,20.972045,1.265245,1.316218,0.966287,0.453259,0.489203,0.315406
2026-07-10,16-32-06,two_teams,2026-07-10T16:32:06.328335+08:00,2026-07-10T16:32:54.340600+08:00,2026-07-10T16:37:48.942703+08:00,342.614,120,36,6.484756,8.240625,8.955172,13.083786,9.396098,8.775096,4.441847,3.524921,7.401963,11.723995,5.024086,7.074678
2026-07-10,16-45-30,two_teams,2026-07-10T16:45:30.774484+08:00,2026-07-10T16:47:00.781671+08:00,2026-07-10T16:47:51.585779+08:00,140.811,0,0,0.176305,0.146071,0.168537,0.151624,0.145187,0.107643,0.156604,0.160546,0.192941,0.162303,0.182979,0.122344
2026-07-10,16-53-38,two_teams,2026-07-10T16:53:38.213825+08:00,2026-07-10T16:55:08.217074+08:00,2026-07-10T16:56:27.787333+08:00,169.574,0,0,1.496848,0.193573,0.211497,0.182733,0.176420,0.126256,0.180735,0.195839,0.216272,0.187996,0.221491,0.144533
2026-07-10,16-57-14,two_teams,2026-07-10T16:57:14.965403+08:00,2026-07-10T16:57:58.652171+08:00,2026-07-10T17:02:58.802836+08:00,343.837,32,58,2.105568,1.562538,0.923180,1.795508,3.467190,3.478782,9.190283,12.927282,5.327878,27.903506,10.024049,10.885673
2026-07-10,17-05-48,two_teams,2026-07-10T17:05:48.572343+08:00,2026-07-10T17:07:18.598551+08:00,2026-07-10T17:09:20.627152+08:00,212.055,0,0,2.438003,1.249168,0.944516,1.829542,3.523880,3.350485,0.232322,0.239810,0.274223,0.232534,0.285509,0.183059
2026-07-10,17-11-48,two_teams,2026-07-10T17:11:48.487937+08:00,2026-07-10T17:13:18.509669+08:00,2026-07-10T17:18:18.631465+08:00,390.144,0,0,7.891460,3.806566,4.868523,13.742017,7.466223,7.719642,6.494413,4.912630,6.817804,14.832862,12.255882,11.667135
2026-07-10,17-20-29,two_teams,2026-07-10T17:20:29.002691+08:00,2026-07-10T17:21:19.578855+08:00,2026-07-10T17:26:19.696974+08:00,350.694,0,0,10.652375,4.648329,2.030472,9.620158,6.521258,7.024810,0.367037,0.376698,0.360975,0.363263,0.438993,0.287423
2026-07-10,17-27-38,two_teams,2026-07-10T17:27:38.079512+08:00,2026-07-10T17:29:08.091838+08:00,2026-07-10T17:34:08.245624+08:00,390.166,125,194,6.164547,10.082375,14.480081,11.749017,3.704395,3.461223,5.244063,6.947184,4.719877,20.520000,3.962966,4.021830
2026-07-10,17-35-13,two_teams,2026-07-10T17:35:13.187631+08:00,2026-07-10T17:36:43.200545+08:00,2026-07-10T17:41:43.350728+08:00,390.163,0,0,0.514017,0.381062,0.368309,0.414268,0.402049,0.288940,0.433156,0.436193,0.422518,0.426571,0.518209,0.352370
2026-07-10,17-42-28,two_teams,2026-07-10T17:42:28.489980+08:00,2026-07-10T17:43:58.508679+08:00,2026-07-10T17:48:58.624984+08:00,390.135,5,10,0.432851,0.352680,0.339803,0.383734,0.382086,0.274196,1.638198,3.191893,3.374988,6.415289,5.713985,5.064730
2026-07-10,17-50-20,two_teams,2026-07-10T17:50:20.461536+08:00,2026-07-10T17:51:25.338145+08:00,2026-07-10T17:56:25.414345+08:00,364.953,6,12,0.404456,0.329450,0.319373,0.364646,0.350849,0.250105,5.301819,5.108307,8.361535,9.145170,8.126690,7.257173
2026-07-10,17-58-09,two_teams,2026-07-10T17:58:09.274718+08:00,2026-07-10T17:59:08.039151+08:00,2026-07-10T18:04:24.482669+08:00,375.208,12,61,0.457645,0.339147,0.331771,0.384907,0.366039,0.261158,8.023254,4.578573,4.209389,6.407862,10.399177,13.728476
2026-07-10,18-05-53,two_teams,2026-07-10T18:05:53.914571+08:00,2026-07-10T18:07:23.943759+08:00,2026-07-10T18:15:25.567765+08:00,571.653,0,0,0.728502,0.573343,0.556546,0.617791,0.597424,0.438834,0.569573,0.651155,0.625649,0.654166,0.766824,0.497371
2026-07-10,18-17-03,two_teams,2026-07-10T18:17:03.975592+08:00,2026-07-10T18:17:26.813565+08:00,2026-07-10T18:22:26.924845+08:00,322.949,19,59,6.305120,6.853549,5.923510,6.854553,3.915899,3.770661,5.172643,7.998596,8.027612,12.584770,8.809049,8.557002
2026-07-10,18-24-39,two_teams,2026-07-10T18:24:39.356340+08:00,2026-07-10T18:26:09.383868+08:00,2026-07-10T18:27:48.970686+08:00,189.614,0,0,0.233281,0.189046,0.187396,0.208827,0.195784,0.145886,0.212459,0.218833,0.218520,0.211801,0.246140,0.166086
2026-07-10,18-28-47,two_teams,2026-07-10T18:28:47.973419+08:00,2026-07-10T18:30:17.998589+08:00,2026-07-10T18:35:18.194962+08:00,390.222,0,0,3.594925,4.017364,3.439559,4.849204,5.479756,8.464976,1.945868,1.376054,1.044538,1.891194,3.673344,3.704164
2026-07-10,18-40-24,two_teams,2026-07-10T18:40:24.399350+08:00,2026-07-10T18:40:52.563660+08:00,2026-07-10T18:45:20.333431+08:00,295.934,86,6,6.733767,5.316103,4.741720,6.294037,5.862705,6.689804,0.275773,0.305544,0.327122,0.298157,0.377004,0.237831
2026-07-10,18-46-37,two_teams,2026-07-10T18:46:37.466974+08:00,2026-07-10T18:46:59.160088+08:00,2026-07-10T18:51:59.274174+08:00,321.807,49,8,7.767754,9.420081,5.971043,10.045371,12.485418,11.160964,1.222851,1.462998,0.912941,1.936906,3.606549,3.570888
2026-07-10,18-53-05,two_teams,2026-07-10T18:53:05.119296+08:00,2026-07-10T18:53:49.962001+08:00,2026-07-10T18:56:58.082515+08:00,232.963,37,0,1.912409,4.052958,1.635806,1.868519,9.723834,6.273873,0.225947,0.247212,0.237111,0.253993,0.296031,0.183892
2026-07-11,11-27-30,two_teams,2026-07-11T11:27:30.617953+08:00,2026-07-11T11:29:00.634782+08:00,2026-07-11T11:34:00.800748+08:00,390.183,4,40,3.283697,3.273911,3.405581,3.678177,3.539068,3.442552,5.624497,3.538282,5.526158,8.009784,5.802701,10.959059
2026-07-11,11-35-00,two_teams,2026-07-11T11:35:00.375616+08:00,2026-07-11T11:36:30.401713+08:00,2026-07-11T11:41:30.535580+08:00,390.160,41,11,4.723579,6.031660,4.280184,8.423799,14.698738,15.278569,8.218839,10.120029,10.072665,17.643541,10.065959,8.997723
2026-07-11,11-42-23,two_teams,2026-07-11T11:42:23.117027+08:00,2026-07-11T11:43:53.126522+08:00,2026-07-11T11:48:53.247254+08:00,390.130,43,0,7.479274,4.889291,21.429805,20.083962,10.221773,6.811092,0.418874,0.416611,0.398685,0.414061,0.491025,0.305460
2026-07-11,11-53-53,two_teams,2026-07-11T11:53:53.516947+08:00,2026-07-11T11:55:23.536376+08:00,2026-07-11T12:00:23.640668+08:00,390.124,254,44,10.385532,9.986249,18.398896,33.501709,4.169376,3.503469,0.415428,0.417190,0.407999,0.415528,0.480140,0.304802
2026-07-11,12-04-02,two_teams,2026-07-11T12:04:02.588277+08:00,2026-07-11T12:05:32.613338+08:00,2026-07-11T12:10:32.735152+08:00,390.147,0,0,0.489231,0.375068,0.378944,0.405371,0.397401,0.291573,0.440688,0.431928,0.429487,0.423962,0.505135,0.319686
2026-07-11,12-12-35,two_teams,2026-07-11T12:12:35.742852+08:00,2026-07-11T12:14:05.778391+08:00,2026-07-11T12:19:05.879811+08:00,390.137,0,6,0.497229,0.359533,0.356447,0.391312,0.387630,0.292438,3.937797,6.198103,7.898056,10.668275,6.822746,4.596164
2026-07-11,12-20-15,two_teams,2026-07-11T12:20:15.658537+08:00,2026-07-11T12:21:45.667156+08:00,2026-07-11T12:26:45.753895+08:00,390.095,9,25,0.471071,0.359465,0.350412,0.384146,0.372547,0.274176,9.733040,4.360104,10.687725,11.752142,3.787265,3.596679
2026-07-11,12-29-22,two_teams,2026-07-11T12:29:22.212531+08:00,2026-07-11T12:30:52.237445+08:00,2026-07-11T12:35:52.380049+08:00,390.168,25,0,6.057450,8.453952,9.173695,12.762641,7.595780,8.847538,3.464368,10.989305,10.999693,5.264965,4.675249,15.526231
2026-07-11,12-36-52,two_teams,2026-07-11T12:36:52.902157+08:00,2026-07-11T12:38:22.910404+08:00,2026-07-11T12:43:23.033763+08:00,390.132,24,98,0.468154,0.359810,0.349307,0.385558,0.376661,0.277187,5.988447,6.500343,8.446163,13.190985,5.053584,6.945081
2026-07-11,12-44-21,two_teams,2026-07-11T12:44:21.492160+08:00,2026-07-11T12:45:51.501253+08:00,2026-07-11T12:50:51.631665+08:00,390.140,57,5,6.979361,5.927392,7.755297,12.118241,8.364297,7.652365,23.407056,17.342931,9.363038,7.150377,3.854055,7.606340
2026-07-11,12-59-16,two_teams,2026-07-11T12:59:16.659436+08:00,2026-07-11T13:00:46.685571+08:00,2026-07-11T13:05:46.786566+08:00,390.127,0,0,0.498424,0.377257,0.398767,0.402670,0.404319,0.294120,2.417485,0.484639,0.495814,0.446283,0.515803,0.327873
2026-07-11,13-08-10,two_teams,2026-07-11T13:08:10.918380+08:00,2026-07-11T13:09:40.933713+08:00,2026-07-11T13:14:41.044101+08:00,390.126,0,0,4.493901,3.800363,4.346447,9.048028,6.619311,8.238330,10.019361,5.719972,9.833702,10.119264,14.061486,10.620595
2026-07-11,13-15-35,two_teams,2026-07-11T13:15:35.141374+08:00,2026-07-11T13:17:05.167617+08:00,2026-07-11T13:22:05.258771+08:00,390.117,70,152,6.209595,4.702516,4.845370,12.684989,11.111633,5.583343,13.335135,10.225559,12.406085,15.442250,13.140316,12.967572
2026-07-11,13-39-08,two_teams,2026-07-11T13:39:08.619659+08:00,2026-07-11T13:40:38.644559+08:00,2026-07-11T13:45:38.814429+08:00,390.195,7,0,4.068800,1.613991,4.317096,2.178933,7.019041,3.789037,15.097288,1.672142,1.383224,5.142304,0.572233,0.331835
2026-07-11,13-46-30,two_teams,2026-07-11T13:46:30.238509+08:00,2026-07-11T13:48:00.252005+08:00,2026-07-11T13:53:13.300833+08:00,403.062,79,4,7.764528,6.429800,7.183508,14.681121,8.423200,8.306686,10.073308,9.806813,12.227245,12.238169,10.542886,10.454114
2026-07-11,13-54-15,two_teams,2026-07-11T13:54:15.188882+08:00,2026-07-11T13:55:45.214727+08:00,2026-07-11T14:00:45.325463+08:00,390.137,141,57,13.907693,10.157515,16.109900,12.071502,23.785812,49.673323,7.779517,9.848248,9.664823,15.729475,31.533980,30.262102
2026-07-11,14-01-51,two_teams,2026-07-11T14:01:51.608361+08:00,2026-07-11T14:03:20.116311+08:00,2026-07-11T14:08:34.006878+08:00,402.399,81,90,6.408358,8.380508,9.986118,15.432359,12.255804,13.567614,12.519069,9.625570,11.575375,10.639679,12.463280,19.272696
2026-07-11,14-09-32,two_teams,2026-07-11T14:09:32.147909+08:00,2026-07-11T14:11:02.171006+08:00,2026-07-11T14:16:02.341333+08:00,390.193,333,55,6.686334,5.544167,3.644317,6.158528,8.391722,12.909202,5.673170,4.954025,4.630744,6.087238,4.640699,6.342063
2026-07-11,14-17-16,two_teams,2026-07-11T14:17:16.184029+08:00,2026-07-11T14:18:46.209096+08:00,2026-07-11T14:23:46.421979+08:00,390.238,30,4,15.374011,16.312313,21.693658,30.645198,4.439261,3.533909,8.663170,13.674601,13.470547,5.180751,8.697073,4.084907
2026-07-11,14-26-33,two_teams,2026-07-11T14:26:33.855447+08:00,2026-07-11T14:28:03.863338+08:00,2026-07-11T14:33:04.074647+08:00,390.219,88,32,13.134839,8.284031,7.504575,10.209241,3.857996,3.585629,5.558733,5.995388,7.338762,7.901396,8.820046,5.170827
2026-07-11,14-34-22,two_teams,2026-07-11T14:34:22.459722+08:00,2026-07-11T14:35:52.485034+08:00,2026-07-11T14:40:52.599838+08:00,390.140,53,37,13.634815,9.334728,14.445941,22.068943,3.682774,3.456672,5.871972,8.092033,7.522844,8.730236,13.146733,36.971256
2026-07-11,14-41-45,two_teams,2026-07-11T14:41:45.410642+08:00,2026-07-11T14:43:15.434818+08:00,2026-07-11T14:48:15.556183+08:00,390.146,5,0,5.324111,6.404677,4.333605,12.567851,7.834794,7.755895,4.864337,12.176399,10.669712,12.020385,8.408758,21.756421
2026-07-11,14-49-06,two_teams,2026-07-11T14:49:06.883379+08:00,2026-07-11T14:50:36.908293+08:00,2026-07-11T14:55:37.041021+08:00,390.158,13,61,2.467458,6.670541,17.755371,11.979752,6.396303,12.111354,8.431782,7.986745,6.464415,9.103389,6.776146,7.893182
2026-07-11,14-56-32,two_teams,2026-07-11T14:56:32.103281+08:00,2026-07-11T14:58:02.109760+08:00,2026-07-11T15:08:36.099082+08:00,723.996,39,22,5.445012,7.696465,10.786494,18.270814,8.616851,6.882847,5.643414,7.027449,7.861415,7.610218,5.467323,13.227087
2026-07-11,15-09-37,two_teams,2026-07-11T15:09:37.744426+08:00,2026-07-11T15:11:07.751211+08:00,2026-07-11T15:16:23.315084+08:00,405.571,26,0,18.066962,5.211320,13.959522,14.116133,32.454039,17.544999,16.083659,6.032437,10.762898,10.786019,7.396275,15.489569
2026-07-11,15-17-32,two_teams,2026-07-11T15:17:32.451505+08:00,2026-07-11T15:19:02.460197+08:00,2026-07-11T15:24:09.458278+08:00,397.007,16,0,7.165927,7.953399,10.045216,18.097651,18.298321,13.960015,12.051682,5.778524,13.724006,11.419219,6.768923,11.228065
2026-07-11,15-25-07,two_teams,2026-07-11T15:25:07.207897+08:00,2026-07-11T15:26:37.217327+08:00,2026-07-11T15:31:37.338111+08:00,390.130,41,53,5.011455,22.466970,15.470476,24.387601,13.554580,13.746138,16.790398,11.308220,15.956992,16.189843,23.459612,32.779343
2026-07-11,15-32-38,two_teams,2026-07-11T15:32:38.117794+08:00,2026-07-11T15:34:08.142896+08:00,2026-07-11T15:39:08.243398+08:00,390.126,53,22,14.256318,15.040046,14.160263,46.765084,26.978417,17.059460,5.737465,6.612445,12.874031,25.123272,8.030933,22.410997
2026-07-11,15-40-12,two_teams,2026-07-11T15:40:12.649409+08:00,2026-07-11T15:41:42.674644+08:00,2026-07-11T15:46:42.872218+08:00,390.223,81,180,8.177530,6.295598,14.617415,8.382847,27.782632,44.989023,25.554231,9.623882,9.451355,18.303311,10.356886,52.967953
2026-07-11,15-48-02,two_teams,2026-07-11T15:48:02.383560+08:00,2026-07-11T15:49:32.409343+08:00,2026-07-11T15:54:32.551033+08:00,390.167,18,270,8.813284,10.844460,7.695827,34.692967,10.430457,17.370376,14.643207,19.270101,31.352823,45.244462,19.835074,12.659914
2026-07-11,15-55-29,two_teams,2026-07-11T15:55:29.417137+08:00,2026-07-11T15:56:59.440805+08:00,2026-07-11T16:01:59.582808+08:00,390.166,45,0,5.532810,10.649588,23.011747,27.821311,19.593652,43.360406,15.834278,12.049654,49.279831,11.625028,12.237324,16.304902
2026-07-11,16-03-08,two_teams,2026-07-11T16:03:08.299423+08:00,2026-07-11T16:04:38.323387+08:00,2026-07-11T16:11:10.749612+08:00,482.450,134,7,8.057554,10.550079,12.897025,43.114861,11.323969,27.693216,13.257642,13.903256,13.975661,9.287608,12.027073,41.705394
2026-07-11,16-12-13,two_teams,2026-07-11T16:12:13.966738+08:00,2026-07-11T16:13:43.976032+08:00,2026-07-11T16:18:44.082296+08:00,390.116,47,181,7.524647,9.519301,22.606953,13.365778,31.878186,28.958240,9.764538,16.125669,18.399261,49.366415,29.883902,28.337817
2026-07-11,16-19-55,two_teams,2026-07-11T16:19:55.637289+08:00,2026-07-11T16:21:25.645601+08:00,2026-07-11T16:26:46.051538+08:00,410.414,68,67,5.018329,11.612297,15.463904,27.525878,10.232810,15.372304,7.866760,21.216407,19.857660,40.943757,57.651012,51.407013
2026-07-11,16-27-42,two_teams,2026-07-11T16:27:42.357064+08:00,2026-07-11T16:29:12.381339+08:00,2026-07-11T16:34:12.541390+08:00,390.184,112,78,19.710084,16.162155,20.362469,32.234731,20.337429,42.956406,10.437109,11.326089,10.874650,10.659900,13.694096,42.017281
2026-07-11,16-35-52,two_teams,2026-07-11T16:35:52.569851+08:00,2026-07-11T16:37:22.593916+08:00,2026-07-11T16:42:22.725737+08:00,390.156,0,125,10.306562,9.256755,12.486697,11.558196,16.713556,50.072528,14.224951,14.717579,21.200459,20.506051,7.966162,5.382560
2026-07-11,16-43-18,two_teams,2026-07-11T16:43:18.641154+08:00,2026-07-11T16:44:48.651720+08:00,2026-07-11T16:49:48.799842+08:00,390.159,102,207,7.333851,8.010598,3.819872,21.698866,26.714465,31.496361,4.322791,4.548695,14.009992,19.300057,13.834651,29.034265
2026-07-11,16-50-44,two_teams,2026-07-11T16:50:44.870492+08:00,2026-07-11T16:50:49.096176+08:00,2026-07-11T16:51:31.869656+08:00,46.999,59,12,1.381922,1.029347,0.484638,0.086616,0.058949,0.034376,2.003181,1.073725,2.660450,0.202691,0.077717,0.043684
2026-07-11,16-52-21,two_teams,2026-07-11T16:52:21.570525+08:00,2026-07-11T16:52:24.039661+08:00,2026-07-11T16:57:24.197958+08:00,302.627,160,147,4.249235,11.518744,15.688180,28.696178,35.404827,31.250389,11.080243,14.920990,28.685244,42.070909,24.247823,14.976941
2026-07-11,17-01-14,two_teams,2026-07-11T17:01:14.040251+08:00,2026-07-11T17:02:44.065635+08:00,2026-07-11T17:07:44.197439+08:00,390.157,67,127,9.623613,4.144453,9.746580,13.890643,7.502654,6.213467,5.066151,9.663408,11.096160,21.981149,11.139145,3.965726
2026-07-11,17-09-02,two_teams,2026-07-11T17:09:02.199061+08:00,2026-07-11T17:10:27.460299+08:00,2026-07-11T17:15:48.282159+08:00,406.083,85,199,11.248340,7.981687,10.566911,17.014859,21.091919,20.472917,12.120594,12.230328,31.866696,30.319696,9.292522,15.373653
2026-07-11,17-16-57,two_teams,2026-07-11T17:16:57.718237+08:00,2026-07-11T17:17:09.711825+08:00,2026-07-11T17:17:39.636766+08:00,41.919,47,7,0.052630,0.041015,0.039810,0.059418,0.059435,0.030762,0.046159,0.046111,0.045743,0.045496,0.060524,0.038178
2026-07-11,17-18-22,two_teams,2026-07-11T17:18:22.622480+08:00,2026-07-11T17:18:37.906727+08:00,2026-07-11T17:23:38.049031+08:00,315.427,75,12,10.045701,9.508466,9.612672,16.891660,16.825516,4.114388,6.847486,10.713074,17.886187,5.350549,11.529051,25.198527
2026-07-11,17-24-34,two_teams,2026-07-11T17:24:34.686214+08:00,2026-07-11T17:25:06.779048+08:00,2026-07-11T17:30:06.903702+08:00,332.217,65,143,6.535839,10.289936,10.274240,12.577697,18.683040,26.130261,10.745092,9.240266,8.259939,23.645458,19.123741,37.885927
2026-07-11,17-31-11,two_teams,2026-07-11T17:31:11.675934+08:00,2026-07-11T17:31:13.766367+08:00,2026-07-11T17:36:38.299572+08:00,326.624,279,176,9.550857,10.618583,16.703891,25.236176,9.484881,32.521419,9.969396,20.972062,17.789651,26.710356,12.735835,18.426245
2026-07-11,17-38-54,two_teams,2026-07-11T17:38:54.132909+08:00,2026-07-11T17:39:09.175508+08:00,2026-07-11T17:43:35.774583+08:00,281.642,12,0,3.439148,0.355592,0.325628,0.290609,0.294682,0.206378,6.784327,6.839620,6.030682,8.935404,6.138052,3.869145
2026-07-11,17-44-34,two_teams,2026-07-11T17:44:34.108343+08:00,2026-07-11T17:44:44.007641+08:00,2026-07-11T17:49:44.115999+08:00,310.008,166,139,13.282229,4.534062,13.827312,11.581008,9.126775,15.781125,10.354431,10.997506,9.174040,9.910390,14.540265,29.493337
2026-07-11,17-50-55,two_teams,2026-07-11T17:50:55.645289+08:00,2026-07-11T17:50:58.940759+08:00,2026-07-11T17:50:59.856645+08:00,4.211,0,0,0.008382,0.004719,0.004002,0.004610,0.017148,0.009586,0.004277,0.004578,0.004457,0.011050,0.013085,0.003592
2026-07-11,17-56-19,two_teams,2026-07-11T17:56:19.708329+08:00,2026-07-11T17:57:49.708382+08:00,2026-07-11T18:02:49.814340+08:00,390.106,82,0,5.129662,12.713198,13.817702,30.595612,8.329190,5.885190,5.209975,5.749216,5.914908,17.117986,10.737576,17.140885
2026-07-11,18-03-53,two_teams,2026-07-11T18:03:53.439272+08:00,2026-07-11T18:04:04.996202+08:00,2026-07-11T18:09:11.478837+08:00,318.040,286,50,7.210170,9.846056,19.254454,23.829323,6.377243,4.388367,8.625458,10.542544,10.070969,16.039968,16.489563,12.217509
2026-07-11,18-29-13,two_teams,2026-07-11T18:29:13.607151+08:00,2026-07-11T18:30:43.619524+08:00,2026-07-11T18:35:43.775703+08:00,390.169,10,0,9.952634,8.100113,15.172357,10.743059,10.327254,14.986382,9.643226,4.576796,3.174736,6.719214,6.835878,6.415599
2026-07-11,18-36-47,two_teams,2026-07-11T18:36:47.051176+08:00,2026-07-11T18:37:13.179111+08:00,2026-07-11T18:42:20.070297+08:00,333.019,239,95,7.133929,9.841326,17.927282,21.740070,3.655691,3.580667,4.573738,8.318983,8.016435,13.036170,6.804304,7.708929
2026-07-11,18-44-12,two_teams,2026-07-11T18:44:12.849676+08:00,2026-07-11T18:44:17.411026+08:00,2026-07-11T18:49:17.555960+08:00,304.706,48,0,5.696892,7.596907,8.447668,7.561363,3.761103,7.737428,4.275796,5.050641,6.117532,5.031648,3.775451,3.580083
2026-07-12,11-14-46,two_teams,2026-07-12T11:14:46.116899+08:00,2026-07-12T11:14:46.434328+08:00,2026-07-12T11:14:47.793435+08:00,1.677,0,0,0.002080,0.003578,0.011744,0.001782,0.019630,0.001143,0.001844,0.005559,0.029969,0.016475,0.017470,0.006361
2026-07-12,11-16-27,two_teams,2026-07-12T11:16:27.630931+08:00,2026-07-12T11:17:28.281623+08:00,2026-07-12T11:22:28.386738+08:00,360.756,10,9,3.978500,10.418154,10.591876,6.342752,10.851120,15.346993,0.357913,0.376542,0.361206,0.366413,0.431745,0.281522
2026-07-12,11-24-50,two_teams,2026-07-12T11:24:50.307754+08:00,2026-07-12T11:25:21.686454+08:00,2026-07-12T11:30:21.759793+08:00,331.452,146,6,14.921834,7.216593,4.098494,13.884172,3.745519,5.826194,9.146398,4.579376,7.202959,16.425745,8.279247,10.534226
2026-07-12,11-34-29,two_teams,2026-07-12T11:34:29.962350+08:00,2026-07-12T11:35:26.857903+08:00,2026-07-12T11:39:39.415680+08:00,309.453,18,10,7.183182,3.883372,4.284635,8.300148,10.027013,15.378669,4.823904,5.884397,8.533628,5.403569,7.148964,7.782206
2026-07-12,11-40-40,two_teams,2026-07-12T11:40:40.141396+08:00,2026-07-12T11:40:43.881467+08:00,2026-07-12T11:45:44.077115+08:00,303.936,91,67,10.092678,6.999050,12.952795,12.274047,10.152572,10.571724,6.637666,8.774629,7.554311,8.687123,11.601734,18.514575
2026-07-12,11-47-06,two_teams,2026-07-12T11:47:06.716757+08:00,2026-07-12T11:47:34.944190+08:00,2026-07-12T11:52:35.088053+08:00,328.371,126,105,9.136263,7.615220,10.620465,32.271470,9.838433,4.655872,10.703663,10.912212,11.649148,22.762273,14.788298,6.255243
2026-07-12,11-54-08,two_teams,2026-07-12T11:54:08.254599+08:00,2026-07-12T11:55:00.650837+08:00,2026-07-12T12:00:00.799394+08:00,352.545,108,4,4.256503,6.533047,2.865055,9.494156,5.678144,6.049982,4.982949,5.212602,13.347178,4.027638,3.660765,3.928554
